Customer_ID,Age,Gender,Income,Customer_Segment,Product_Category,Product_Brand,Product_Type,products,Amount,Total_Amount,Total_Purchases,Feedback,Ratings,Date,Year,Month,Time,product_description,quality_score,weighted_score,feedback_count,is_new,Excellent,Good,Average,Bad,Excellent_pct,Good_pct,Average_pct,Bad_pct,enhanced_description
19136.0,64.0,Female,Low,Regular,Home Decor,Home Depot,Tools,Screwdriver set,90.98186975,363.927479,4.0,Average,2.0,7/20/2023,2023.0,July,23:06:51,Screwdriver set. Brand: Home Depot. Type: Tools. Category: Home Decor. Price: 90.98,0.5,0.08814571719444105,1,True,0,0,1,0,0.0,0.0,1.0,0.0,"Product: Screwdriver set. Brand: Home Depot. Type: Tools. Category: Home Decor. Price: 90.98. Customer feedback: 0 Excellent, 0 Good, 1 Average, 0 Bad reviews. Overall quality score: 0.50/1.0. Category: Home Decor. Price: 90.98"
66883.0,31.0,Female,Medium,Regular,Books,Random House,Non-Fiction,Science,364.8305669,364.8305669,1.0,Average,2.0,6/21/2023,2023.0,June,13:09:58,Science. Brand: Random House. Type: Non-Fiction. Category: Books. Price: 364.83,0.5,0.08814571719444105,1,True,0,0,1,0,0.0,0.0,1.0,0.0,"Product: Science. Brand: Random House. Type: Non-Fiction. Category: Books. Price: 364.83. Customer feedback: 0 Excellent, 0 Good, 1 Average, 0 Bad reviews. Overall quality score: 0.50/1.0. Category: Books. Price: 364.83"
31930.0,56.0,Female,Medium,Regular,Grocery,Coca-Cola,Water,Bottled water,161.879361,1618.79361,10.0,Bad,1.0,1/2/2024,2024.0,January,0:00:47,Bottled water. Brand: Coca-Cola. Type: Water. Category: Grocery. Price: 161.88,0.25,0.04407285859722052,1,True,0,0,0,1,0.0,0.0,0.0,1.0,"Product: Bottled water. Brand: Coca-Cola. Type: Water. Category: Grocery. Price: 161.88. Customer feedback: 0 Excellent, 0 Good, 0 Average, 1 Bad reviews. Overall quality score: 0.25/1.0. Category: Grocery. Price: 161.88"
74671.0,53.0,Female,Medium,Regular,Grocery,Nestle,Snacks,Fruit snacks,350.8170158,3157.353142,9.0,Excellent,4.0,5/7/2023,2023.0,May,18:49:35,Fruit snacks. Brand: Nestle. Type: Snacks. Category: Grocery. Price: 350.82,1.0,0.1762914343888821,1,True,1,0,0,0,1.0,0.0,0.0,0.0,"Product: Fruit snacks. Brand: Nestle. Type: Snacks. Category: Grocery. Price: 350.82. Customer feedback: 1 Excellent, 0 Good, 0 Average, 0 Bad reviews. Overall quality score: 1.00/1.0. Category: Grocery. Price: 350.82"
98300.0,32.0,Female,High,Regular,Clothing,Adidas,T-shirt,V-neck tee,297.7260391,1786.356235,6.0,Bad,1.0,11/18/2023,2023.0,November,23:41:05,V-neck tee. Brand: Adidas. Type: T-shirt. Category: Clothing. Price: 297.73,0.25,0.04407285859722052,1,True,0,0,0,1,0.0,0.0,0.0,1.0,"Product: V-neck tee. Brand: Adidas. Type: T-shirt. Category: Clothing. Price: 297.73. Customer feedback: 0 Excellent, 0 Good, 0 Average, 1 Bad reviews. Overall quality score: 0.25/1.0. Category: Clothing. Price: 297.73"
64995.0,43.0,Male,Medium,Regular,Books,Random House,Literature,Drama,23.72390122,71.17170367,3.0,Bad,1.0,6/15/2023,2023.0,June,23:24:22,Drama. Brand: Random House. Type: Literature. Category: Books. Price: 23.72,0.25,0.04407285859722052,1,True,0,0,0,1,0.0,0.0,0.0,1.0,"Product: Drama. Brand: Random House. Type: Literature. Category: Books. Price: 23.72. Customer feedback: 0 Excellent, 0 Good, 0 Average, 1 Bad reviews. Overall quality score: 0.25/1.0. Category: Books. Price: 23.72"
69939.0,69.0,Male,Low,Regular,Grocery,Pepsi,Water,Flavored water,14.72716425,147.2716425,10.0,Average,2.0,7/1/2023,2023.0,July,11:12:02,Flavored water. Brand: Pepsi. Type: Water. Category: Grocery. Price: 14.73,0.5,0.08814571719444105,1,True,0,0,1,0,0.0,0.0,1.0,0.0,"Product: Flavored water. Brand: Pepsi. Type: Water. Category: Grocery. Price: 14.73. Customer feedback: 0 Excellent, 0 Good, 1 Average, 0 Bad reviews. Overall quality score: 0.50/1.0. Category: Grocery. Price: 14.73"
71803.0,19.0,Female,High,Regular,Electronics,Apple,Tablet,Samsung Galaxy Tab,139.786855,419.3605651,3.0,Good,3.0,4/14/2023,2023.0,April,5:50:55,Samsung Galaxy Tab. Brand: Apple. Type: Tablet. Category: Electronics. Price: 139.79,0.75,0.13221857579166157,1,True,0,1,0,0,0.0,1.0,0.0,0.0,"Product: Samsung Galaxy Tab. Brand: Apple. Type: Tablet. Category: Electronics. Price: 139.79. Customer feedback: 0 Excellent, 1 Good, 0 Average, 0 Bad reviews. Overall quality score: 0.75/1.0. Category: Electronics. Price: 139.79"
78376.0,49.0,Male,Low,Regular,Grocery,Coca-Cola,Juice,Orange juice,210.1379188,210.1379188,1.0,Bad,1.0,2/7/2024,2024.0,February,18:29:59,Orange juice. Brand: Coca-Cola. Type: Juice. Category: Grocery. Price: 210.14,0.25,0.04407285859722052,1,True,0,0,0,1,0.0,0.0,0.0,1.0,"Product: Orange juice. Brand: Coca-Cola. Type: Juice. Category: Grocery. Price: 210.14. Customer feedback: 0 Excellent, 0 Good, 0 Average, 1 Bad reviews. Overall quality score: 0.25/1.0. Category: Grocery. Price: 210.14"
40654.0,69.0,Male,Low,Regular,Home Decor,IKEA,Furniture,Bookshelf,469.6596392,939.3192783,2.0,Average,2.0,10/24/2023,2023.0,October,13:01:04,Bookshelf. Brand: IKEA. Type: Furniture. Category: Home Decor. Price: 469.66,0.5,0.08814571719444105,1,True,0,0,1,0,0.0,0.0,1.0,0.0,"Product: Bookshelf. Brand: IKEA. Type: Furniture. Category: Home Decor. Price: 469.66. Customer feedback: 0 Excellent, 0 Good, 1 Average, 0 Bad reviews. Overall quality score: 0.50/1.0. Category: Home Decor. Price: 469.66"
42165.0,46.0,Male,Low,Regular,Grocery,Nestle,Coffee,Affogato,420.8750298,2525.250179,6.0,Average,2.0,3/21/2023,2023.0,March,11:51:41,Affogato. Brand: Nestle. Type: Coffee. Category: Grocery. Price: 420.88,0.5,0.08814571719444105,1,True,0,0,1,0,0.0,0.0,1.0,0.0,"Product: Affogato. Brand: Nestle. Type: Coffee. Category: Grocery. Price: 420.88. Customer feedback: 0 Excellent, 0 Good, 1 Average, 0 Bad reviews. Overall quality score: 0.50/1.0. Category: Grocery. Price: 420.88"
63914.0,61.0,Male,High,Regular,Books,HarperCollins,Non-Fiction,Business,200.2871282,801.1485128,4.0,Average,2.0,8/6/2023,2023.0,August,5:13:31,Business. Brand: HarperCollins. Type: Non-Fiction. Category: Books. Price: 200.29,0.5,0.08814571719444105,1,True,0,0,1,0,0.0,0.0,1.0,0.0,"Product: Business. Brand: HarperCollins. Type: Non-Fiction. Category: Books. Price: 200.29. Customer feedback: 0 Excellent, 0 Good, 1 Average, 0 Bad reviews. Overall quality score: 0.50/1.0. Category: Books. Price: 200.29"
42410.0,21.0,Female,Low,Regular,Books,Penguin Books,Non-Fiction,Self-help,34.12426631,204.7455979,6.0,Average,2.0,2/3/2024,2024.0,February,6:22:00,Self-help. Brand: Penguin Books. Type: Non-Fiction. Category: Books. Price: 34.12,0.5,0.08814571719444105,1,True,0,0,1,0,0.0,0.0,1.0,0.0,"Product: Self-help. Brand: Penguin Books. Type: Non-Fiction. Category: Books. Price: 34.12. Customer feedback: 0 Excellent, 0 Good, 1 Average, 0 Bad reviews. Overall quality score: 0.50/1.0. Category: Books. Price: 34.12"
48869.0,41.0,Female,Low,Regular,Home Decor,Bed Bath & Beyond,Bathroom,Sink,436.6079091,3492.863273,8.0,Good,3.0,5/31/2023,2023.0,May,9:15:44,Sink. Brand: Bed Bath & Beyond. Type: Bathroom. Category: Home Decor. Price: 436.61,0.75,0.13221857579166157,1,True,0,1,0,0,0.0,1.0,0.0,0.0,"Product: Sink. Brand: Bed Bath & Beyond. Type: Bathroom. Category: Home Decor. Price: 436.61. Customer feedback: 0 Excellent, 1 Good, 0 Average, 0 Bad reviews. Overall quality score: 0.75/1.0. Category: Home Decor. Price: 436.61"
99870.0,38.0,Male,Medium,Regular,Grocery,Coca-Cola,Juice,Grape juice,285.2983297,570.5966593,2.0,Bad,1.0,2/27/2024,2024.0,February,13:51:11,Grape juice. Brand: Coca-Cola. Type: Juice. Category: Grocery. Price: 285.3,0.25,0.04407285859722052,1,True,0,0,0,1,0.0,0.0,0.0,1.0,"Product: Grape juice. Brand: Coca-Cola. Type: Juice. Category: Grocery. Price: 285.3. Customer feedback: 0 Excellent, 0 Good, 0 Average, 1 Bad reviews. Overall quality score: 0.25/1.0. Category: Grocery. Price: 285.30"
47037.0,59.0,Male,High,Regular,Home Decor,Bed Bath & Beyond,Kitchen,Stove,75.20993501,451.25961,6.0,Bad,1.0,4/20/2023,2023.0,April,4:45:57,Stove. Brand: Bed Bath & Beyond. Type: Kitchen. Category: Home Decor. Price: 75.21,0.25,0.04407285859722052,1,True,0,0,0,1,0.0,0.0,0.0,1.0,"Product: Stove. Brand: Bed Bath & Beyond. Type: Kitchen. Category: Home Decor. Price: 75.21. Customer feedback: 0 Excellent, 0 Good, 0 Average, 1 Bad reviews. Overall quality score: 0.25/1.0. Category: Home Decor. Price: 75.21"
28381.0,20.0,Male,High,Regular,Electronics,Samsung,Smartphone,Huawei P,173.5707379,173.5707379,1.0,Good,3.0,6/3/2023,2023.0,June,4:57:04,Huawei P. Brand: Samsung. Type: Smartphone. Category: Electronics. Price: 173.57,0.75,0.13221857579166157,1,True,0,1,0,0,0.0,1.0,0.0,0.0,"Product: Huawei P. Brand: Samsung. Type: Smartphone. Category: Electronics. Price: 173.57. Customer feedback: 0 Excellent, 1 Good, 0 Average, 0 Bad reviews. Overall quality score: 0.75/1.0. Category: Electronics. Price: 173.57"
23097.0,67.0,Male,Low,Regular,Electronics,Apple,Tablet,Amazon Fire Tablet,471.482132,2357.41066,5.0,Bad,1.0,1/7/2024,2024.0,January,17:33:45,Amazon Fire Tablet. Brand: Apple. Type: Tablet. Category: Electronics. Price: 471.48,0.25,0.04407285859722052,1,True,0,0,0,1,0.0,0.0,0.0,1.0,"Product: Amazon Fire Tablet. Brand: Apple. Type: Tablet. Category: Electronics. Price: 471.48. Customer feedback: 0 Excellent, 0 Good, 0 Average, 1 Bad reviews. Overall quality score: 0.25/1.0. Category: Electronics. Price: 471.48"
42540.0,43.0,Male,Medium,Regular,Home Decor,Home Depot,Decorations,Curtains,333.8596639,2670.877311,8.0,Excellent,5.0,4/22/2023,2023.0,April,9:17:29,Curtains. Brand: Home Depot. Type: Decorations. Category: Home Decor. Price: 333.86,1.0,0.1762914343888821,1,True,1,0,0,0,1.0,0.0,0.0,0.0,"Product: Curtains. Brand: Home Depot. Type: Decorations. Category: Home Decor. Price: 333.86. Customer feedback: 1 Excellent, 0 Good, 0 Average, 0 Bad reviews. Overall quality score: 1.00/1.0. Category: Home Decor. Price: 333.86"
55388.0,50.0,Male,Medium,Regular,Grocery,Coca-Cola,Juice,Pomegranate juice,240.2281886,1441.369132,6.0,Good,3.0,6/21/2023,2023.0,June,16:42:37,Pomegranate juice. Brand: Coca-Cola. Type: Juice. Category: Grocery. Price: 240.23,0.75,0.13221857579166157,1,True,0,1,0,0,0.0,1.0,0.0,0.0,"Product: Pomegranate juice. Brand: Coca-Cola. Type: Juice. Category: Grocery. Price: 240.23. Customer feedback: 0 Excellent, 1 Good, 0 Average, 0 Bad reviews. Overall quality score: 0.75/1.0. Category: Grocery. Price: 240.23"
98256.0,26.0,Female,Low,Regular,Clothing,Adidas,Shoes,Running shoes,159.8041933,479.4125799,3.0,Good,3.0,2/6/2024,2024.0,February,1:59:20,Running shoes. Brand: Adidas. Type: Shoes. Category: Clothing. Price: 159.8,0.75,0.13221857579166157,1,True,0,1,0,0,0.0,1.0,0.0,0.0,"Product: Running shoes. Brand: Adidas. Type: Shoes. Category: Clothing. Price: 159.8. Customer feedback: 0 Excellent, 1 Good, 0 Average, 0 Bad reviews. Overall quality score: 0.75/1.0. Category: Clothing. Price: 159.80"
90935.0,56.0,Female,Low,Regular,Books,HarperCollins,Thriller,Political thriller,147.0982341,294.1964683,2.0,Good,3.0,11/26/2023,2023.0,November,6:43:16,Political thriller. Brand: HarperCollins. Type: Thriller. Category: Books. Price: 147.1,0.75,0.13221857579166157,1,True,0,1,0,0,0.0,1.0,0.0,0.0,"Product: Political thriller. Brand: HarperCollins. Type: Thriller. Category: Books. Price: 147.1. Customer feedback: 0 Excellent, 1 Good, 0 Average, 0 Bad reviews. Overall quality score: 0.75/1.0. Category: Books. Price: 147.10"
65701.0,66.0,Male,Medium,Regular,Home Decor,IKEA,Decorations,Curtains,344.6791851,2412.754296,7.0,Excellent,5.0,5/22/2023,2023.0,May,11:24:20,Curtains. Brand: IKEA. Type: Decorations. Category: Home Decor. Price: 344.68,1.0,0.1762914343888821,1,True,1,0,0,0,1.0,0.0,0.0,0.0,"Product: Curtains. Brand: IKEA. Type: Decorations. Category: Home Decor. Price: 344.68. Customer feedback: 1 Excellent, 0 Good, 0 Average, 0 Bad reviews. Overall quality score: 1.00/1.0. Category: Home Decor. Price: 344.68"
23713.0,31.0,Male,Low,Regular,Electronics,Samsung,Smartphone,Google Pixel,243.6402763,974.5611052,4.0,Average,2.0,6/29/2023,2023.0,June,11:35:43,Google Pixel. Brand: Samsung. Type: Smartphone. Category: Electronics. Price: 243.64,0.5,0.08814571719444105,1,True,0,0,1,0,0.0,0.0,1.0,0.0,"Product: Google Pixel. Brand: Samsung. Type: Smartphone. Category: Electronics. Price: 243.64. Customer feedback: 0 Excellent, 0 Good, 1 Average, 0 Bad reviews. Overall quality score: 0.50/1.0. Category: Electronics. Price: 243.64"
66911.0,24.0,Female,Low,Regular,Grocery,Nestle,Chocolate,Chocolate mousse,333.7044331,667.4088663,2.0,Excellent,4.0,12/16/2023,2023.0,December,4:00:08,Chocolate mousse. Brand: Nestle. Type: Chocolate. Category: Grocery. Price: 333.7,1.0,0.1762914343888821,1,True,1,0,0,0,1.0,0.0,0.0,0.0,"Product: Chocolate mousse. Brand: Nestle. Type: Chocolate. Category: Grocery. Price: 333.7. Customer feedback: 1 Excellent, 0 Good, 0 Average, 0 Bad reviews. Overall quality score: 1.00/1.0. Category: Grocery. Price: 333.70"
38517.0,54.0,Male,Low,Regular,Home Decor,IKEA,Decorations,Vases,322.1477142,966.4431427,3.0,Good,4.0,4/10/2023,2023.0,April,6:50:20,Vases. Brand: IKEA. Type: Decorations. Category: Home Decor. Price: 322.15,0.75,0.13221857579166157,1,True,0,1,0,0,0.0,1.0,0.0,0.0,"Product: Vases. Brand: IKEA. Type: Decorations. Category: Home Decor. Price: 322.15. Customer feedback: 0 Excellent, 1 Good, 0 Average, 0 Bad reviews. Overall quality score: 0.75/1.0. Category: Home Decor. Price: 322.15"
65305.0,19.0,Male,High,Regular,Clothing,Zara,Shirt,Henley shirt,195.551403,977.7570148,5.0,Good,4.0,12/12/2023,2023.0,December,17:48:31,Henley shirt. Brand: Zara. Type: Shirt. Category: Clothing. Price: 195.55,0.75,0.13221857579166157,1,True,0,1,0,0,0.0,1.0,0.0,0.0,"Product: Henley shirt. Brand: Zara. Type: Shirt. Category: Clothing. Price: 195.55. Customer feedback: 0 Excellent, 1 Good, 0 Average, 0 Bad reviews. Overall quality score: 0.75/1.0. Category: Clothing. Price: 195.55"
31767.0,28.0,Male,High,Regular,Books,Penguin Books,Children's,Toys,161.3873342,1452.486008,9.0,Excellent,4.0,2/16/2024,2024.0,February,20:44:42,Toys. Brand: Penguin Books. Type: Children's. Category: Books. Price: 161.39,1.0,0.1762914343888821,1,True,1,0,0,0,1.0,0.0,0.0,0.0,"Product: Toys. Brand: Penguin Books. Type: Children's. Category: Books. Price: 161.39. Customer feedback: 1 Excellent, 0 Good, 0 Average, 0 Bad reviews. Overall quality score: 1.00/1.0. Category: Books. Price: 161.39"
30637.0,34.0,Female,High,Regular,Grocery,Pepsi,Soft Drink,Iced tea,44.33018431,310.3112902,7.0,Good,4.0,2/8/2024,2024.0,February,12:07:52,Iced tea. Brand: Pepsi. Type: Soft Drink. Category: Grocery. Price: 44.33,0.75,0.13221857579166157,1,True,0,1,0,0,0.0,1.0,0.0,0.0,"Product: Iced tea. Brand: Pepsi. Type: Soft Drink. Category: Grocery. Price: 44.33. Customer feedback: 0 Excellent, 1 Good, 0 Average, 0 Bad reviews. Overall quality score: 0.75/1.0. Category: Grocery. Price: 44.33"
96840.0,65.0,Male,Low,Regular,Clothing,Adidas,Shoes,Running shoes,28.82551058,230.6040847,8.0,Excellent,4.0,10/29/2023,2023.0,October,13:43:05,Running shoes. Brand: Adidas. Type: Shoes. Category: Clothing. Price: 28.83,1.0,0.1762914343888821,1,True,1,0,0,0,1.0,0.0,0.0,0.0,"Product: Running shoes. Brand: Adidas. Type: Shoes. Category: Clothing. Price: 28.83. Customer feedback: 1 Excellent, 0 Good, 0 Average, 0 Bad reviews. Overall quality score: 1.00/1.0. Category: Clothing. Price: 28.83"
25848.0,40.0,Male,High,Regular,Grocery,Coca-Cola,Juice,Apple juice,20.52853677,205.2853677,10.0,Excellent,4.0,2/21/2024,2024.0,February,22:28:09,Apple juice. Brand: Coca-Cola. Type: Juice. Category: Grocery. Price: 20.53,1.0,0.1762914343888821,1,True,1,0,0,0,1.0,0.0,0.0,0.0,"Product: Apple juice. Brand: Coca-Cola. Type: Juice. Category: Grocery. Price: 20.53. Customer feedback: 1 Excellent, 0 Good, 0 Average, 0 Bad reviews. Overall quality score: 1.00/1.0. Category: Grocery. Price: 20.53"
91172.0,64.0,Female,High,Regular,Books,Random House,Literature,Drama,227.4255488,682.2766465,3.0,Good,4.0,3/17/2023,2023.0,March,8:03:15,Drama. Brand: Random House. Type: Literature. Category: Books. Price: 227.43,0.75,0.13221857579166157,1,True,0,1,0,0,0.0,1.0,0.0,0.0,"Product: Drama. Brand: Random House. Type: Literature. Category: Books. Price: 227.43. Customer feedback: 0 Excellent, 1 Good, 0 Average, 0 Bad reviews. Overall quality score: 0.75/1.0. Category: Books. Price: 227.43"
77572.0,68.0,Female,High,Regular,Electronics,Apple,Laptop,Microsoft Surface Laptop,334.1656983,2004.99419,6.0,Bad,1.0,10/6/2023,2023.0,October,4:59:02,Microsoft Surface Laptop. Brand: Apple. Type: Laptop. Category: Electronics. Price: 334.17,0.25,0.04407285859722052,1,True,0,0,0,1,0.0,0.0,0.0,1.0,"Product: Microsoft Surface Laptop. Brand: Apple. Type: Laptop. Category: Electronics. Price: 334.17. Customer feedback: 0 Excellent, 0 Good, 0 Average, 1 Bad reviews. Overall quality score: 0.25/1.0. Category: Electronics. Price: 334.17"
46361.0,46.0,Male,High,Regular,Home Decor,IKEA,Furniture,Desk,141.2143655,282.4287309,2.0,Excellent,5.0,11/5/2023,2023.0,November,17:38:05,Desk. Brand: IKEA. Type: Furniture. Category: Home Decor. Price: 141.21,1.0,0.1762914343888821,1,True,1,0,0,0,1.0,0.0,0.0,0.0,"Product: Desk. Brand: IKEA. Type: Furniture. Category: Home Decor. Price: 141.21. Customer feedback: 1 Excellent, 0 Good, 0 Average, 0 Bad reviews. Overall quality score: 1.00/1.0. Category: Home Decor. Price: 141.21"
62464.0,58.0,Female,High,Regular,Clothing,Zara,Dress,Bodycon dress,312.9765727,938.929718,3.0,Average,2.0,12/14/2023,2023.0,December,20:24:39,Bodycon dress. Brand: Zara. Type: Dress. Category: Clothing. Price: 312.98,0.5,0.08814571719444105,1,True,0,0,1,0,0.0,0.0,1.0,0.0,"Product: Bodycon dress. Brand: Zara. Type: Dress. Category: Clothing. Price: 312.98. Customer feedback: 0 Excellent, 0 Good, 1 Average, 0 Bad reviews. Overall quality score: 0.50/1.0. Category: Clothing. Price: 312.98"
74096.0,36.0,Male,Low,Regular,Electronics,Sony,Headphones,Sports headphones,399.7871224,399.7871224,1.0,Good,4.0,6/19/2023,2023.0,June,11:40:40,Sports headphones. Brand: Sony. Type: Headphones. Category: Electronics. Price: 399.79,0.75,0.13221857579166157,1,True,0,1,0,0,0.0,1.0,0.0,0.0,"Product: Sports headphones. Brand: Sony. Type: Headphones. Category: Electronics. Price: 399.79. Customer feedback: 0 Excellent, 1 Good, 0 Average, 0 Bad reviews. Overall quality score: 0.75/1.0. Category: Electronics. Price: 399.79"
21399.0,57.0,Male,High,Regular,Home Decor,IKEA,Lighting,Pendant lights,315.6288671,2209.40207,7.0,Excellent,5.0,3/16/2023,2023.0,March,1:42:10,Pendant lights. Brand: IKEA. Type: Lighting. Category: Home Decor. Price: 315.63,1.0,0.1762914343888821,1,True,1,0,0,0,1.0,0.0,0.0,0.0,"Product: Pendant lights. Brand: IKEA. Type: Lighting. Category: Home Decor. Price: 315.63. Customer feedback: 1 Excellent, 0 Good, 0 Average, 0 Bad reviews. Overall quality score: 1.00/1.0. Category: Home Decor. Price: 315.63"
39757.0,27.0,Female,Medium,Regular,Home Decor,Home Depot,Decorations,Clocks,93.00421884,744.0337507,8.0,Good,3.0,7/16/2023,2023.0,July,17:20:37,Clocks. Brand: Home Depot. Type: Decorations. Category: Home Decor. Price: 93.0,0.75,0.13221857579166157,1,True,0,1,0,0,0.0,1.0,0.0,0.0,"Product: Clocks. Brand: Home Depot. Type: Decorations. Category: Home Decor. Price: 93.0. Customer feedback: 0 Excellent, 1 Good, 0 Average, 0 Bad reviews. Overall quality score: 0.75/1.0. Category: Home Decor. Price: 93.00"
